JAP;FR;COUNT;OUPS
Mmm...that's worrisome. I hope she gets well soon.;Hum... Voilà qui est inquiétant. J'espère qu'elle se remettra bientôt.;22;Mmm...that's worrisome. I hope she gets well soon.
Me too.;Moi aussi.;23;Me too.
I feel so helpless. Other than making sure she eats properly, there just isn't much I can do for her.;Je suis si désemparé... Je ne peux pas faire grand-chose pour elle à part m'assurer qu'elle mange assez.;24;I feel so helpless. Other than making sure she eats properly, there just isn't much I can do for her.
...Most days I feel like a total failure.;La plupart du temps, j'ai l'impression de ne servir à rien.;25;...Most days I feel like a total failure.
Oh, stop that! You're the finest brother a girl could hope to have.;Oh, ne dis pas des choses pareilles#! Elle ne pourrait pas avoir un père plus attentif que toi.;26;Oh, stop that! You're the finest brother a girl could hope to have.
Well, anyway, I was hoping you could take care of this for me.;Au fait, j'ai une faveur à te demander.;27;Well, anyway, I was hoping you could take care of this for me.
I got a request from someone in the shopping district. They need you to get some mutton from the northern plains.;L'apothicaire du marché aimerait que tu ailles chasser des moutons sur la plaine septentrionale.;28;I got a request from someone in the shopping district. They need you to get some mutton from the northern plains.
Got it. I'm on my way.;D'accord, je m'en occupe.;29;Got it. I'm on my way.
Since you're going to the plains, let me give you a map.;Voici une carte de la plaine.;30;Since you're going to the plains, let me give you a map.
It'll come in handy, trust me.;Tu en auras probablement besoin.;31;It'll come in handy, trust me.
Oh, and one more thing...;Oh, et j'oubliais...;32;Oh, and one more thing...
Would you mind purchasing three medicinal herbs from the client while you're at it?;Quand tu remettras le mouton à l'apothicaire, pourrais-tu m'acheter trois herbes médicinales pendant que tu y es#?;33;Would you mind purchasing three medicinal herbs from the client while you're at it?
I used my last one earlier.;Il ne m'en reste plus.;34;I used my last one earlier.
Here's some money.;Tiens, ça devrait être assez.;35;Here's some money.
I don't think herbs cost this much.;À ce que je sache, les herbes médicinales ne coûtent pas aussi cher.;36;I don't think herbs cost this much.
Well then, buy some for Yonah while you're at it.;Eh bien, profites-en pour acheter quelque chose pour Yonah.;37;Well then, buy some for Yonah while you're at it.
You don't have to—;Tu n'as pas à...;38;You don't have to—
It's okay. Really. ;J'insiste.;39;It's okay. Really. 
That's three pieces of mutton and three medicinal herbs, all right? Thanks!;Trois gigots de mouton pour l'apothicaire et trois herbes médicinales pour moi. Tu as bien noté#? Merci d'avance#!;40;That's three pieces of mutton and three medicinal herbs, all right? Thanks!
Thanks, Popola. ...For everything.;Merci, Popola... Merci pour tout.;41;Thanks, Popola. ...For everything.
Huh?;Hum ?;42;Huh?
You know? All the work you give me.;Merci de m'aider à trouver du travail.;43;You know? All the work you give me.
You've been telling the villagers that I'm for hire, haven't you?;C'est toi qui as dit aux villageois qu'ils pouvaient m'embaucher, n'est-ce pas ?;44;You've been telling the villagers that I'm for hire, haven't you?
Oh, that? It's nothing.;Oh, ça ? Ce n'est rien.;45;Oh, that? It's nothing.
They need help, and you need money to take care of Yonah. This way everyone wins.;Ils ont besoin d'aide et tu as besoin d'argent pour prendre soin de Yonah. Tout le monde y gagne.;46;They need help, and you need money to take care of Yonah. This way everyone wins.
I suppose so.;Je suppose.;47;I suppose so.
(...Yonah?);(Yonah...?);48;(...Yonah?)
(What is she doing here?);(Mais qu'est-ce qu'elle fait ici#?);49;(What is she doing here?)
Yonah?;Yonah#?;50;Yonah?
Oh! Hey, Brother!;Oh#! Salut, papa#!;51;Oh! Hey, Brother!
Dammit, Yonah. You know you're too sick to be outside!;Bon sang, Yonah#! Tu sais pourtant que tu es trop malade pour te promener dans le village#!;52;Dammit, Yonah. You know you're too sick to be outside!
Look at you. Now your ribbon is coming undone and everything...;Et regarde, ton ruban s'est dénoué. Tu vas le perdre si tu ne fais pas attention...;53;Look at you. Now your ribbon is coming undone and everything...
S-sorry, Brother. ;Dé-désolée, papa...;54;S-sorry, Brother. 
I just thought...I thought maybe I'd go to the library and see if they had any books about my sickness.;Seulement... Je me suis dit qu'il y aurait peut-être des livres sur ma maladie à la bibliothèque.;55;I just thought...I thought maybe I'd go to the library and see if they had any books about my sickness.
Yonah...;Oh, Yonah... ;56;Yonah...
Just let me worry about that, all right?;Ne te fais pas tant de souci.;57;Just let me worry about that, all right?
You just need to eat and sleep and focus on getting better. If you do that, your illness will take care of itself.;Tâche de bien manger, de te reposer et dis-toi tous les jours que tu iras bientôt mieux. Si tu le fais, ta maladie se guérira toute seule.;58;You just need to eat and sleep and focus on getting better. If you do that, your illness will take care of itself.
...You really think so?;... Vraiment#?;59;...You really think so?
Yeah, I do.;J'en suis certain.;60;Yeah, I do.
Listen, I've got a lot of work to do, so I'll be back in a while. Okay?;écoute, le travail m'attend, mais je rentrerai bientôt, d'accord ma chérie#?;61;Listen, I've got a lot of work to do, so I'll be back in a while. Okay?
Okay!;D'accord#!;62;Okay!
Doesn't seem like anyone's here.;On dirait qu'il n'y a personne.;63;Doesn't seem like anyone's here.
Hey. You wanted some mutton?;Vous vouliez de la viande de mouton#?;64;Hey. You wanted some mutton?
Oh, thank you! You wouldn't believe how popular this stuff is lately.<PAGE>Here. This isn't much, but I'd like you to have it.;Oh, merci beaucoup#! Tout le monde en raffole ces temps-ci#! Tiens, ce n'est pas grand-chose, mais j'aimerais que tu l'acceptes.;65;Oh, thank you! You wouldn't believe how popular this stuff is lately.<PAGE>Here. This isn't much, but I'd like you to have it.
And tell Popola I said thanks, okay?;Et remercie aussi Popola de ma part, d'accord#?;66;And tell Popola I said thanks, okay?
I'll do that.;Bien sûr.;67;I'll do that.
Ah, you must be the man Popola sent. I need three pieces of mutton as soon as you can, all right?;Ah, c'est Popola qui t'envoie#? J'ai besoin de trois gigots de mouton dès que possible#!;68;Ah, you must be the man Popola sent. I need three pieces of mutton as soon as you can, all right?
(I think Popola wanted three medicinal herbs...);(Je crois que Popola voulait trois herbes médicinales...);69;(I think Popola wanted three medicinal herbs...)
I got the mutton. ...Those sheep are squirrelly little bastards.;J'ai apporté trois gigots de mouton à l'apothicaire. ... Ces bêtes sont moins dociles qu'elles n'en ont l'air.;70;I got the mutton. ...Those sheep are squirrelly little bastards.
Oh, and here's your herbs.;Oh, et voici les herbes médicinales que tu voulais.;71;Oh, and here's your herbs.
Thank you.;Merci.;72;Thank you.
And yes, those sheep can be surprisingly tough!;Et oui, ces moutons peuvent être féroces#!;73;And yes, those sheep can be surprisingly tough!
Anyway, you look exhausted, so why don't you call it a day? I'm sure Yonah would love some extra time with you.;Tu as l'air épuisé. Je crois que tu as assez travaillé pour aujourd'hui. Tu devrais rentrer. Je suis certaine que Yonah aimerait pouvoir passer plus de temps avec toi.;74;Anyway, you look exhausted, so why don't you call it a day? I'm sure Yonah would love some extra time with you.
Yeah. I'm sure she would.;Tu as raison.;75;Yeah. I'm sure she would.
Hey, Brother, about that dream I had today...;Hé, papa#! Je veux finir de te raconter mon rêve...;76;Hey, Brother, about that dream I had today...
There was me and... Um...;J'étais quelque part et euh...;77;There was me and... Um...
I think there was a big pink goat or something...;Je crois qu'il y avait une énorme chèvre rose et...;78;I think there was a big pink goat or something...
I guess I kinda forgot the rest. But it was really crazy!;Euh, j'ai oublié le reste. Il était vraiment bizarre#!;79;I guess I kinda forgot the rest. But it was really crazy!
That's all right, Yonah. I've got a story for you this time.;Ne t'en fais pas, Yonah. Que dirais-tu que je te raconte plutôt une histoire#?;80;That's all right, Yonah. I've got a story for you this time.
Have you ever heard of a flower called the Lunar Tear?;As-tu déjà entendu parler des larmes lunaires#? Ce sont des fleurs.;81;Have you ever heard of a flower called the Lunar Tear?
That's a silly name.;Quel nom ridicule#!;82;That's a silly name.
Maybe. But people say that the Lunar Tear will grant the wish of anyone who finds one.;Tu as sans doute raison. Toutefois, certains prétendent qu'une larme lunaire peut exaucer le vœu de la personne qui la trouve.;83;Maybe. But people say that the Lunar Tear will grant the wish of anyone who finds one.
But only very good boys and girls are ever able to find one. So you have to keep being good, all right?;Mais seuls les enfants sages arrivent à en trouver, alors tu dois toujours être sage, d'accord#?;84;But only very good boys and girls are ever able to find one. So you have to keep being good, all right?
Could...could a Lunar Tear make me better?;Est-ce qu'une... une larme lunaire pourrait me guérir#?;85;Could...could a Lunar Tear make me better?
Of course. It can do anything.;Bien sûr. Elle peut exaucer n'importe quel vœu.;86;Of course. It can do anything.
Hmm...;Hum...;87;Hmm...
Yonah? Is something wrong?;Yonah#? Quelque chose ne va pas#?;88;Yonah? Is something wrong?
N-no! It's nothing.;Non#! Ce n'est rien.;89;N-no! It's nothing.
Good night, Brother.;Bonne nuit, papa.;90;Good night, Brother.
All right, I'm off. See you later.;Bon, j'y vais. À plus tard, ma chérie.;91;All right, I'm off. See you later.
And stay out of trouble today, all right?;Sois sage, d'accord#?;92;And stay out of trouble today, all right?
All right.;D'accord.;93;All right.
The Lunar Tear...;Une larme lunaire...;94;The Lunar Tear...
Got any work for me today?;As-tu du travail pour moi aujourd'hui#?;95;Got any work for me today?
I do have something, but...I don't know. It's going to be a bit of an ordeal.;Oui, mais... Ce ne sera pas du gâteau.;96;I do have something, but...I don't know. It's going to be a bit of an ordeal.
Sounds right up my alley.;Ça me convient parfaitement.;97;Sounds right up my alley.
I suppose so.;Sans doute.;98;I suppose so.
You know about the little wooden bridge that's out in the northern plains, right?;Tu sais que le pont de bois de la plaine septentrionale s'est effondré, n'est-ce pas#?;99;You know about the little wooden bridge that's out in the northern plains, right?
Yeah. The old thing finally fell over.;Oui, on ne peut plus traverser la gorge.;100;Yeah. The old thing finally fell over.
Well, we had a team of carpenters working on it, but they were attacked by Shades.;Eh bien, les menuisiers qui le réparaient se sont fait attaquer par des Ombres.;101;Well, we had a team of carpenters working on it, but they were attacked by Shades.
What!? Shades in the northern plains?;Comment#?! Encore des Ombres sur la plaine septentrionale#?;102;What!? Shades in the northern plains?
Yes, I know. Apparently it was overcast, and the Shades caught them off guard.;Oui, je sais, c'est inquiétant. À ce qu'il paraît, le ciel était nuageux et les Ombres les ont pris de court.;103;Yes, I know. Apparently it was overcast, and the Shades caught them off guard.
One of the carpenters was seriously injured.;Un des menuisiers est grièvement blessé.;104;One of the carpenters was seriously injured.
So you want me to go take 'em out.;Tu veux que j'aille me débarrasser d'elles, c'est ça#?;105;So you want me to go take 'em out.
Yes, but be careful! It's a dangerous job.;Oui, mais sois prudent#! Ce sera dangereux#!;106;Yes, but be careful! It's a dangerous job.
My favorite kind.;J'adore le danger.;107;My favorite kind.
I can't live on charity forever. I have to do something to help this village.;Je ne peux pas vivre d'aumônes éternellement. Je dois aider les villageois.;108;I can't live on charity forever. I have to do something to help this village.
You know, yesterday I killed some Shades right by the village gate. Damn things were hiding in the shadows...;Hier, j'ai tué des Ombres qui rôdaient tout près de la porte du village, tu sais. Elles s'étaient camouflées à l'ombre.;109;You know, yesterday I killed some Shades right by the village gate. Damn things were hiding in the shadows...
Oh? That's a bit disconcerting.;Ah bon#? C'est plutôt alarmant...;110;Oh? That's a bit disconcerting.
Anyway, are you sure you want to take this job?;Alors, es-tu certain de vouloir accepter cette tâche#?;111;Anyway, are you sure you want to take this job?
I'm sure. Leave it to me.;Oui, je m'en occupe.;112;I'm sure. Leave it to me.
Sorry to put you through all this trouble...;Je suis désolée d'avoir à te demander de prendre autant de risques...;113;Sorry to put you through all this trouble...
There we go.;Et voilà.;114;There we go.
That should take care of the Shades for a while.;Les Ombres devraient nous laisser tranquilles pendant quelque temps.;115;That should take care of the Shades for a while.
Oh! You're back!;Oh#! Tu es de retour#!;116;Oh! You're back!
Yep.;Comme tu peux le constater.;117;Yep.
Is everything all right? Were you hurt?;As-tu éliminé les Ombres#? Es-tu blessé#?;118;Is everything all right? Were you hurt?
Ah, that was nothing.;Tout s'est bien passé.;119;Ah, that was nothing.
I've been so worried! I felt like I sent you into a really dangerous situation, and if something had—;J'étais morte d'inquiétude#! Tu as couru un grand danger par ma faute et si quelque chose t'était arrivé, je...;120;I've been so worried! I felt like I sent you into a really dangerous situation, and if something had—
Popola? I'm fine. You can stop worrying now.;Popola#? Je n'ai rien. Tu peux arrêter de te faire du souci.;121;Popola? I'm fine. You can stop worrying now.
I'm glad...;Je suis soulagée...;122;I'm glad...
Oh, by the way. Those carpenters left you some money.;Au fait, les menuisiers veulent t'offrir cette récompense.;123;Oh, by the way. Those carpenters left you some money.
Thanks. ...Again.;Merci... une fois de plus.;124;Thanks. ...Again.
Now it's you who needs to stop worrying! Go buy something nice for Yonah, okay?;Et maintenant, c'est toi qui dois arrêter de t'inquiéter#! Va acheter un cadeau à Yonah, d'accord#?;125;Now it's you who needs to stop worrying! Go buy something nice for Yonah, okay?
Oh, um...speaking of Yonah, she came by here this afternoon.;Oh, euh, au sujet de Yonah... Elle est venue à la bibliothèque cet après-midi.;126;Oh, um...speaking of Yonah, she came by here this afternoon.
Dammit! Not again!;Bon sang#! Pas encore#!;127;Dammit! Not again!
Don't be so angry! She just wanted to ask me a question.;Ne te mets pas en colère#! Elle ne voulait que me demander quelque chose.;128;Don't be so angry! She just wanted to ask me a question.
What about?;Que voulait-elle savoir#?;129;What about?
She was asking about the outside world.;Elle m'a posé des questions sur le monde extérieur.;130;She was asking about the outside world.
Why would she suddenly care about what happens outside the village?;Pourquoi s'intéresse-t-elle soudain à ce qu'il y a à l'extérieur du village#?;131;Why would she suddenly care about what happens outside the village?
I don't know...;Je n'en ai aucune idée.;132;I don't know...
Oh, well. I guess kids don't always make sense.;Hum... Les enfants n'ont pas toujours une raison logique pour faire ce qu'ils font.;133;Oh, well. I guess kids don't always make sense.
Don't worry. I told her she wasn't allowed outside of the village. ;Ne t'en fais pas, je lui ai dit qu'elle n'était pas censée sortir du village.;134;Don't worry. I told her she wasn't allowed outside of the village. 
Thanks. And sorry she was bugging you.;Merci. Je suis désolé qu'elle soit venue t'embêter.;135;Thanks. And sorry she was bugging you.
It's not a bother. Now go home. She's probably worried about you.;Elle ne m'a pas dérangée. Allez, va la retrouver. Elle se demande sûrement pourquoi tu n'es toujours pas rentré.;136;It's not a bother. Now go home. She's probably worried about you.
Good plan.;Tu as raison.;137;Good plan.
Thanks. And sorry she was bugging you.;Merci. Je suis désolé qu'elle soit venue t'embêter.;138;Thanks. And sorry she was bugging you.
It's not a bother. Now go home. She's probably worried about you.;Elle ne m'a pas dérangée. Allez, va la retrouver. Elle se demande sûrement pourquoi tu n'es toujours pas rentré.;139;It's not a bother. Now go home. She's probably worried about you.
Good plan.;Tu as raison.;140;Good plan.
...Yonah?;...#Yonah#?;141;...Yonah?
Where'd she go?;Où est-elle passée#?;142;Where'd she go?
I swear, if she's gone to the library again...;Si elle est encore retournée à la bibliothèque, je vais la gronder#!;143;I swear, if she's gone to the library again...
Hmm... Doesn't look like she's here.;Hum... Je ne la vois nulle part.;144;Hmm... Doesn't look like she's here.
I'd better go ask Popola.;Popola l'a peut-être aperçue.;145;I'd better go ask Popola.
Hey, Popola. Was Yonah here again?;Dis, Popola, aurais-tu vu Yonah#?;146;Hey, Popola. Was Yonah here again?
Hmm? No, haven't seen her.;Yonah#? Non.;147;Hmm? No, haven't seen her.
That's strange. She's not home, either.;C'est étrange, elle n'est pas à la maison.;148;That's strange. She's not home, either.
Really?;Vraiment#?;149;Really?
Yeah. I figured she came here to bug you some more.;Je me suis dit qu'elle avait peut-être d'autres questions à te poser.;150;Yeah. I figured she came here to bug you some more.
Nope, she hasn't been back since earlier. She should be home by now.;Non, elle n'est pas revenue depuis. Elle aurait pourtant dû être rentrée il y a un bon moment...;151;Nope, she hasn't been back since earlier. She should be home by now.
Did she say where she was going?;A-t-elle dit où elle allait#?;152;Did she say where she was going?
No. She just asked me where she could find a Lunar Tear. She's so cute.;Non, mais elle m'a demandé où on pouvait trouver une larme lunaire. Elle est si mignonne#!;153;No. She just asked me where she could find a Lunar Tear. She's so cute.
I told her how they used to grow around the Lost Shrine.;Je lui ai dit que des larmes lunaires poussaient autrefois près du temple oublié.;154;I told her how they used to grow around the Lost Shrine.
Why the hell is Yonah asking about Lunar Tears?;Pourquoi Yonah voudrait-elle savoir où en trouver#?;155;Why the hell is Yonah asking about Lunar Tears?
...Oh, goddammit!;... Oh, bon sang#!;157;...Oh, goddammit!
What is it? What's wrong!?;Qu'y a-t-il#?!;158;What is it? What's wrong!?
Yesterday I told her a story about how Lunar Tears can grant wishes.;Hier, je lui ai raconté la légende qui dit que les larmes lunaires peuvent exaucer des vœux.;159;Yesterday I told her a story about how Lunar Tears can grant wishes.
...And?;... Et#?;160;...And?
She asked me if it could cure her, and I said it could, and then...;Elle m'a demandé si une larme lunaire pouvait la guérir et je lui ai répondu que oui...;161;She asked me if it could cure her, and I said it could, and then...
Gods, I'm such an idiot!;Je ne suis qu'un imbécile#!;162;Gods, I'm such an idiot!
You don't think she went to look for one, do you!?;Tu crois qu'elle est allée en chercher une#?!;163;You don't think she went to look for one, do you!?
If she's finally learned the extent of her illness...;Si elle s'est rendue compte de la sévérité de sa maladie...;164;If she's finally learned the extent of her illness...
Oh, damn it all!;Oh, bon sang#!;165;Oh, damn it all!
What's the fastest way to the Lost Shrine?;Où est le temple oublié#?;166;What's the fastest way to the Lost Shrine?
Through the eastern gate.;Au-delà de la porte de l'est.;167;Through the eastern gate.
I'm gonna go check it out.;Je vais y jeter un coup d'œil.;168;I'm gonna go check it out.
I have to find Yonah first.;Je dois d'abord retrouver Yonah.;169;I have to find Yonah first.
I have to check out the eastern gate.;Je dois me rendre à la porte de l'est.;170;I have to check out the eastern gate.
What's that?;Qu'est-ce que c'est...?;171;What's that?
Yonah... I can't believe she really went to the Lost Shrine...;Yonah... Je n'arrive pas à croire qu'elle soit vraiment allée au temple oublié...;172;Yonah... I can't believe she really went to the Lost Shrine...
Oh, hey there!;Salut#!;174;Oh, hey there!
Wanna let a girl buy ya a drink?;Puis-je t'offrir un verre#?;175;Wanna let a girl buy ya a drink?
I can't drink! And now midday, isn't it?;... Il n'est pas un peu tôt#?;176;I can't drink! And now midday, isn't it?
Hah! When you live in a place where the sun never sets, what difference does it make!?;Pfft#! Quand on vit dans un endroit où le soleil ne se couche jamais, ça n'a pas vraiment d'importance#!;177;Hah! When you live in a place where the sun never sets, what difference does it make!?
I love this tavern. It's the nerve center of the whole village! Folks come here to relax or swap stories or even look for work.;J'adore cette taverne. C'est le cœur du village#! Les gens viennent y prendre un verre, colporter les dernières rumeurs et même chercher du travail.;179;I love this tavern. It's the nerve center of the whole village! Folks come here to relax or swap stories or even look for work.
Hmm... What've we got today...;Hum... Voyons voir...;180;Hmm... What've we got today...
Come back whenever you have a free minute!;Reviens me voir bientôt#!;181;Come back whenever you have a free minute!
This isn't the way to the Lost Shrine.;Ce n'est pas le chemin qui mène au temple oublié.;182;This isn't the way to the Lost Shrine.
Look at this rockslide...;Un éboulement...;183;Look at this rockslide...
There's no way Yonah could have made it past here.;Yonah n'a pas pu emprunter ce sentier.;184;There's no way Yonah could have made it past here.
Maybe she found some other way in...;Elle a peut-être trouvé un autre chemin...;185;Maybe she found some other way in...
Looks like you can get outside from here.;Cette porte mène sans doute à l'extérieur.;186;Looks like you can get outside from here.
That ladder's broken.;Cette échelle est endommagée.;187;That ladder's broken.
I could probably get up there if I had something to stand on.;Je pourrais probablement grimper là-haut en mettant quelque chose contre le mur.;188;I could probably get up there if I had something to stand on.
Yonah!;Yonah !;189;Yonah!
Bah! Stop! For the love of all that is holy, stop pounding me!;Bah ! Arrête ! De grâce, cesse de me marteler ainsi !;190;Bah! Stop! For the love of all that is holy, stop pounding me!
Then move!;Alors, dégage !;191;Then move!
It seems our task is more difficult than I first envisioned.;On dirait que notre tâche est plus difficile que je ne l'avais escompté.;192;It seems our task is more difficult than I first envisioned.
I'm sorry... I didn't mean to... I just wanted to help.;Je suis désolée... Je ne voulais pas... Je voulais juste t'aider.;193;I'm sorry... I didn't mean to... I just wanted to help.
It's all right, Yonah, don't worry about it. Are you okay? Are you hurt?;Ce n'est pas grave, Yonah. Ne t'en fais pas. Ça va ? Tu es blessée ?;194;It's all right, Yonah, don't worry about it. Are you okay? Are you hurt?
Ahem! Perhaps we'd best depart, hmm?;Arhem ! Nous ferions sans doute mieux de quitter cet endroit.;195;Ahem! Perhaps we'd best depart, hmm?
This shrine's gonna collapse. Come on, Yonah! We have to move!;Le temple va s'effondrer. Viens, Yonah ! Nous devons partir !;196;This shrine's gonna collapse. Come on, Yonah! We have to move!
She has the Black Scrawl...;Elle a la nécrose runique.;197;She has the Black Scrawl...
Yeah...;Oui...;198;Yeah...
When did this happen?;Quand est-elle tombée malade#?;199;When did this happen?
A month ago. Maybe a little more.;Il y a un peu plus d'un mois.;200;A month ago. Maybe a little more.
The disease curses the afflicted with strange runic symbols that gradually spread over;Cette maladie recouvre peu à peu le corps de ceux qui en souffrent d'étranges;201;The disease curses the afflicted with strange runic symbols that gradually spread over
the entire body.;symboles runiformes.;202;the entire body.
And I fear...it is fatal.;Et j'ai bien peur... qu'elle soit mortelle.;203;And I fear...it is fatal.
I know...;Je sais...;204;I know...
Oh, Yonah...;Oh, Yonah... ;205;Oh, Yonah...
Come. It's best to let her sleep.;Viens. Il vaut mieux la laisser se reposer.;206;Come. It's best to let her sleep.
Ah, damn it all!;Ah, bon sang !;207;Ah, damn it all!
Why does it have to be Yonah? Why not me?;Pourquoi Yonah ? Pourquoi pas moi ?;208;Why does it have to be Yonah? Why not me?
Of all people, why my only sister!?;Pourquoi ma fille unique...?!;209;Of all people, why my only sister!?
I would gladly help her, had I the means to do so.;Je l'aiderais volontiers si j'en avais le pouvoir.;210;I would gladly help her, had I the means to do so.
No. I'm not gonna leave now.;Non. Je ne vais pas la quitter maintenant.;211;No. I'm not gonna leave now.
I don't feel like talking right now.;Je n'ai pas envie de parler.;212;I don't feel like talking right now.
Oh, you're back! I was worried about you. I heard you went through the eastern gate and... Is that a book?;Tu es de retour ! Quel soulagement ! J'avais entendu dire que tu étais parti par la porte de l'est et j'étais inquiète, mais... C'est un livre ?;214;Oh, you're back! I was worried about you. I heard you went through the eastern gate and... Is that a book?
Never mind the book—;Peu importe le livre...!;215;Never mind the book—
Now see here! I am Grimoire Weiss, and you will treat me with the proper respect!;Mais dis donc ! Un peu de respect ! Je suis le Grimoire Weiss, après tout !;216;Now see here! I am Grimoire Weiss, and you will treat me with the proper respect!
Wait, you're Grimoire Weiss? Oh, that is so cool!;Quoi, tu es le Grimoire Weiss ? Ouah, trop fort !;217;Wait, you're Grimoire Weiss? Oh, that is so cool!
...You know him?;... Tu le connais ?;218;...You know him?
Of course! He's the white book mentioned in the song I was singing.;Bien sûr ! C'est le livre blanc dont parle la chanson que je chantais.;219;Of course! He's the white book mentioned in the song I was singing.
...He's in your song?;... Ta chanson parle de lui ?;220;...He's in your song?
Yeah, the Song of the Ancients. It's an old tune that's been passed down through generations of villagers.;Oui, elle est intitulée « Chant des Anciens ». C'est une vieille mélodie qui a été transmise de génération en génération dans le village.;221;Yeah, the Song of the Ancients. It's an old tune that's been passed down through generations of villagers.
It's in a forgotten language, so I doubt you could make much sense out of it.;Les paroles sont dans une langue morte, alors je doute que tu puisses les comprendre.;222;It's in a forgotten language, so I doubt you could make much sense out of it.
Do you know what it says?;Et toi, sais-tu ce que la chanson raconte ?;223;Do you know what it says?
Well, it's not like I studied it or anything, but I can tell you bits and pieces.;Je ne l'ai jamais étudiée à fond, mais je peux te la résumer.;224;Well, it's not like I studied it or anything, but I can tell you bits and pieces.
There's this terrible black book that shows up and starts spreading disease all over;Elle raconte l'histoire d'un terrible livre noir qui surgit soudainement et disperse à tous les vents les germes;225;There's this terrible black book that shows up and starts spreading disease all over
the place. ;d'une maladie.;226;the place. 
But then this white book appears and saves the world and everyone's happy.;Mais ensuite un livre blanc apparaît, sauve l'humanité et tout le monde est heureux.;227;But then this white book appears and saves the world and everyone's happy.
You know how it goes.; C'est toujours la même rengaine.;228;You know how it goes.
Hmm...;Hum...;229;Hmm...
What is it?;Qu'y a-t-il ?;230;What is it?
Never mind.;Rien.;231;Never mind.
Tell me about this black book. Where is it from? How does it work?;Ce livre noir, d'où vient-il#? Comment attaque-t-il les gens#?;232;Tell me about this black book. Where is it from? How does it work?
What? ...It's just a song. I don't know what it means.;Quoi...? Ce n'est qu'une chanson. Je ne sais pas ce qu'elle veut dire.;233;What? ...It's just a song. I don't know what it means.
What kind of idiot sings a song without knowing what it means!?;Quelle sorte d'imbécile chante une chanson sans savoir ce qu'elle veut dire ?!;234;What kind of idiot sings a song without knowing what it means!?
This kind of idiot? ...Look, why don't you go to the library and ask Popola?;Quelle sorte de...? écoute, pourquoi ne vas-tu pas plutôt le demander à Popola à;235;This kind of idiot? ...Look, why don't you go to the library and ask Popola?
She's smarter than me. Maybe she knows.;la bibliothèque ? Elle est plus intelligente que moi. Elle en sait peut-être plus.;236;She's smarter than me. Maybe she knows.
Popola, huh? All right.;Hum, Popola ? D'accord.;238;Popola, huh? All right.
If you wanna know about the Song of the Ancients, talk to Popola.;Si tu veux en savoir plus au sujet du chant des Anciens, va voir Popola.;240;If you wanna know about the Song of the Ancients, talk to Popola.
We should go talk to Popola.;Nous devrions aller parler à Popola.;241;We should go talk to Popola.
We should go talk to Popola.;Nous devrions aller parler à Popola.;242;We should go talk to Popola.
I heard about Yonah. I...I don't know what to say. I'm so sorry.;J'ai appris ce qui était arrivé à Yonah. Je... je ne sais pas quoi te dire. Je suis tellement désolée.;243;I heard about Yonah. I...I don't know what to say. I'm so sorry.
Maybe you can help. What do you know about the song that Devola was singing?;Tu peux peut-être m'aider. Que sais-tu au sujet de la chanson que fredonne souvent Devola#?;244;Maybe you can help. What do you know about the song that Devola was singing?
Is that...is that Grimoire Weiss?;Ce livre... Est-ce le Grimoire Weiss#?;245;Is that...is that Grimoire Weiss?
You know Weiss?;Tu connais Weiss#?;246;You know Weiss?
Finally! Someone who appreciates quality when they see it.;Enfin#! Quelqu'un qui sait apprécier les objets de qualité#!;247;Finally! Someone who appreciates quality when they see it.
